0,PM25,41.0,44.0,33.0,37.0,36.0,45.0,42.0,49.0,45.0,44.0
0,PM10,56.0,64.0,56.0,57.0,52.0,51.0,66.0,85.0,85.0,63.0
1,PM25,23.0,30.0,30.0,22.0,18.0,13.0,13.0,11.0,22.0,25.0
1,PM10,34.0,31.0,16.0,18.0,8.0,16.0,24.0,37.0,58.0,51.0
2,PM25,14.0,15.0,8.0,4.0,9.0,16.0,22.0,23.0,29.0,32.0
2,PM10,19.0,12.0,10.0,12.0,15.0,36.0,43.0,43.0,33.0,41.0
2,PM25,4.0,9.0,16.0,22.0,23.0,29.0,32.0,36.0,34.0,45.0
2,PM10,12.0,15.0,36.0,43.0,43.0,33.0,41.0,56.0,68.0,73.0
3,PM25,50.0,49.0,45.0,63.0,63.0,62.0,55.0,56.0,67.0,78.0
3,PM10,53.0,73.0,85.0,105.0,107.0,118.0,115.0,124.0,128.0,134.0
4,PM25,70.0,65.0,66.0,57.0,56.0,64.0,67.0,72.0,64.0,73.0
4,PM10,105.0,98.0,83.0,65.0,68.0,70.0,82.0,87.0,101.0,107.0
5,PM25,42.0,35.0,35.0,40.0,45.0,48.0,57.0,57.0,59.0,62.0
5,PM10,52.0,38.0,37.0,45.0,70.0,81.0,97.0,97.0,93.0,110.0
6,PM25,56.0,66.0,78.0,62.0,61.0,47.0,54.0,57.0,59.0,61.0
6,PM10,63.0,85.0,91.0,99.0,100.0,103.0,107.0,108.0,106.0,93.0
6,PM25,33.0,25.0,36.0,28.0,33.0,29.0,42.0,56.0,66.0,78.0
6,PM10,45.0,43.0,44.0,34.0,40.0,39.0,54.0,63.0,85.0,91.0
7,PM25,42.0,41.0,39.0,36.0,35.0,36.0,36.0,32.0,33.0,33.0
7,PM10,68.0,60.0,55.0,50.0,61.0,73.0,72.0,62.0,54.0,54.0
8,PM25,17.0,9.0,7.0,7.0,20.0,20.0,20.0,18.0,18.0,22.0
8,PM10,20.0,22.0,20.0,0.0,0.0,18.0,18.0,19.0,19.0,23.0
8,PM25,16.0,23.0,16.0,17.0,9.0,7.0,7.0,20.0,20.0,20.0
8,PM10,27.0,21.0,31.0,20.0,22.0,20.0,0.0,0.0,18.0,18.0
9,PM25,0.0,0.0,1.0,1.0,7.0,7.0,8.0,4.0,8.0,12.0
9,PM10,3.0,4.0,4.0,5.0,1.0,6.0,10.0,25.0,39.0,42.0
10,PM25,46.0,36.0,36.0,29.0,32.0,33.0,30.0,40.0,36.0,46.0
10,PM10,65.0,72.0,66.0,70.0,66.0,69.0,69.0,58.0,44.0,48.0
11,PM25,20.0,19.0,24.0,25.0,14.0,16.0,22.0,23.0,18.0,6.0
11,PM10,36.0,35.0,32.0,41.0,32.0,34.0,30.0,34.0,31.0,18.0
11,PM25,48.0,56.0,62.0,52.0,40.0,32.0,37.0,31.0,34.0,32.0
11,PM10,87.0,102.0,108.0,102.0,78.0,56.0,45.0,38.0,31.0,40.0
12,PM25,11.0,8.0,21.0,17.0,23.0,18.0,29.0,38.0,43.0,44.0
12,PM10,25.0,30.0,25.0,33.0,35.0,53.0,56.0,61.0,61.0,55.0
12,PM25,10.0,10.0,10.0,13.0,18.0,16.0,7.0,5.0,2.0,11.0
12,PM10,13.0,17.0,20.0,34.0,38.0,33.0,25.0,25.0,26.0,25.0
13,PM25,21.0,30.0,26.0,26.0,26.0,23.0,16.0,4.0,6.0,6.0
13,PM10,25.0,36.0,37.0,40.0,36.0,38.0,43.0,36.0,34.0,32.0
14,PM25,5.0,14.0,11.0,13.0,4.0,9.0,15.0,23.0,23.0,18.0
14,PM10,21.0,19.0,20.0,21.0,33.0,41.0,43.0,37.0,37.0,35.0
15,PM25,6.0,5.0,2.0,17.0,15.0,33.0,25.0,30.0,15.0,20.0
15,PM10,12.0,10.0,10.0,23.0,27.0,32.0,27.0,31.0,31.0,47.0
16,PM25,11.0,2.0,18.0,31.0,36.0,22.0,22.0,16.0,20.0,16.0
16,PM10,31.0,22.0,50.0,55.0,53.0,40.0,58.0,70.0,72.0,46.0
17,PM25,17.0,26.0,25.0,24.0,10.0,7.0,11.0,16.0,19.0,9.0
17,PM10,30.0,28.0,25.0,25.0,15.0,20.0,11.0,20.0,20.0,30.0
17,PM25,8.0,6.0,32.0,50.0,81.0,90.0,109.0,109.0,105.0,102.0
17,PM10,30.0,42.0,68.0,102.0,136.0,165.0,180.0,166.0,148.0,138.0
18,PM25,52.0,36.0,41.0,46.0,48.0,38.0,21.0,11.0,11.0,40.0
18,PM10,76.0,60.0,48.0,41.0,43.0,38.0,22.0,18.0,29.0,75.0
20,PM25,32.0,36.0,29.0,16.0,10.0,23.0,27.0,33.0,21.0,32.0
20,PM10,22.0,27.0,27.0,20.0,16.0,8.0,8.0,18.0,29.0,43.0
21,PM25,8.0,15.0,13.0,22.0,19.0,23.0,15.0,17.0,13.0,21.0
21,PM10,17.0,9.0,9.0,19.0,17.0,26.0,22.0,24.0,21.0,39.0
22,PM25,31.0,26.0,17.0,13.0,18.0,29.0,22.0,21.0,23.0,34.0
22,PM10,57.0,45.0,60.0,46.0,35.0,10.0,2.0,11.0,22.0,43.0
23,PM25,35.0,25.0,14.0,7.0,0.0,2.0,7.0,11.0,7.0,8.0
23,PM10,32.0,25.0,19.0,15.0,15.0,6.0,7.0,18.0,40.0,45.0
24,PM25,0.0,2.0,2.0,2.0,8.0,8.0,8.0,20.0,28.0,36.0
24,PM10,7.0,10.0,20.0,13.0,10.0,11.0,27.0,31.0,33.0,30.0
25,PM25,13.0,22.0,29.0,21.0,21.0,14.0,16.0,6.0,11.0,10.0
25,PM10,44.0,44.0,55.0,51.0,42.0,25.0,15.0,10.0,12.0,8.0
26,PM25,24.0,25.0,27.0,24.0,23.0,20.0,28.0,41.0,34.0,39.0
26,PM10,48.0,52.0,70.0,77.0,79.0,57.0,44.0,33.0,26.0,35.0
27,PM25,12.0,7.0,7.0,6.0,7.0,9.0,6.0,6.0,4.0,6.0
27,PM10,17.0,9.0,6.0,13.0,13.0,12.0,4.0,12.0,14.0,17.0
27,PM25,6.0,6.0,4.0,6.0,7.0,15.0,12.0,7.0,0.0,3.0
27,PM10,4.0,12.0,14.0,17.0,16.0,26.0,25.0,27.0,22.0,22.0
28,PM25,0.0,7.0,7.0,5.0,7.0,10.0,10.0,3.0,0.0,0.0
28,PM10,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28,PM25,0.0,0.0,11.0,12.0,12.0,2.0,6.0,6.0,4.0,0.0
28,PM10,1.0,1.0,0.0,0.0,9.0,9.0,9.0,0.0,4.0,8.0
29,PM25,9.0,13.0,10.0,4.0,0.0,5.0,5.0,5.0,4.0,3.0
29,PM10,1.0,3.0,2.0,3.0,14.0,14.0,14.0,15.0,15.0,22.0
30,PM25,0.0,2.0,1.0,11.0,13.0,13.0,15.0,17.0,23.0,20.0
30,PM10,18.0,17.0,16.0,9.0,14.0,15.0,17.0,25.0,30.0,37.0
31,PM25,4.0,1.0,6.0,9.0,9.0,6.0,14.0,14.0,78.0,45.0
31,PM10,14.0,17.0,20.0,19.0,27.0,33.0,31.0,41.0,63.0,65.0
32,PM25,10.0,10.0,17.0,14.0,19.0,11.0,16.0,21.0,21.0,21.0
32,PM10,12.0,12.0,16.0,20.0,29.0,17.0,9.0,4.0,4.0,9.0
32,PM25,8.0,8.0,4.0,10.0,10.0,5.0,1.0,3.0,4.0,1.0
32,PM10,20.0,22.0,23.0,28.0,19.0,11.0,1.0,1.0,2.0,5.0
33,PM25,16.0,19.0,7.0,4.0,6.0,16.0,13.0,9.0,6.0,14.0
33,PM10,9.0,9.0,6.0,2.0,9.0,9.0,23.0,27.0,37.0,36.0
34,PM25,22.0,10.0,19.0,19.0,19.0,17.0,19.0,26.0,26.0,37.0
34,PM10,25.0,18.0,30.0,43.0,56.0,48.0,37.0,24.0,28.0,27.0
35,PM25,25.0,25.0,23.0,21.0,21.0,22.0,23.0,26.0,30.0,42.0
35,PM10,34.0,27.0,25.0,33.0,42.0,45.0,52.0,45.0,45.0,50.0
36,PM25,38.0,23.0,21.0,13.0,19.0,14.0,14.0,9.0,21.0,21.0
36,PM10,55.0,52.0,34.0,35.0,48.0,49.0,49.0,48.0,56.0,67.0
37,PM25,4.0,11.0,21.0,36.0,35.0,54.0,54.0,59.0,47.0,49.0
37,PM10,33.0,42.0,55.0,60.0,57.0,74.0,98.0,100.0,79.0,65.0
37,PM25,36.0,35.0,54.0,54.0,59.0,47.0,49.0,43.0,35.0,18.0
37,PM10,60.0,57.0,74.0,98.0,100.0,79.0,65.0,60.0,40.0,22.0
38,PM25,0.0,0.0,0.0,5.0,5.0,10.0,10.0,10.0,6.0,0.0
38,PM10,21.0,12.0,8.0,8.0,15.0,15.0,14.0,10.0,17.0,10.0
38,PM25,10.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,PM10,14.0,10.0,17.0,10.0,10.0,14.0,7.0,11.0,7.0,6.0
39,PM25,14.0,20.0,18.0,9.0,6.0,12.0,12.0,32.0,32.0,40.0
39,PM10,28.0,35.0,35.0,30.0,32.0,38.0,38.0,59.0,75.0,80.0
40,PM25,8.0,4.0,9.0,18.0,32.0,37.0,34.0,30.0,40.0,39.0
40,PM10,32.0,36.0,39.0,60.0,75.0,75.0,70.0,70.0,70.0,71.0
41,PM25,21.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,4.0,7.0
41,PM10,40.0,14.0,7.0,5.0,0.0,0.0,2.0,7.0,13.0,18.0
41,PM25,7.0,9.0,8.0,5.0,11.0,15.0,16.0,16.0,14.0,11.0
41,PM10,18.0,17.0,24.0,28.0,27.0,20.0,20.0,29.0,26.0,23.0
42,PM25,1.0,7.0,10.0,18.0,25.0,32.0,35.0,24.0,11.0,9.0
42,PM10,5.0,12.0,20.0,18.0,23.0,26.0,31.0,27.0,24.0,39.0
43,PM25,26.0,29.0,37.0,37.0,39.0,38.0,41.0,47.0,52.0,56.0
43,PM10,62.0,60.0,64.0,78.0,88.0,96.0,92.0,90.0,98.0,96.0
44,PM25,7.0,7.0,9.0,3.0,3.0,2.0,4.0,5.0,4.0,10.0
44,PM10,10.0,10.0,10.0,5.0,12.0,29.0,38.0,45.0,41.0,32.0
44,PM25,3.0,2.0,1.0,5.0,5.0,6.0,7.0,7.0,9.0,3.0
44,PM10,4.0,13.0,20.0,19.0,9.0,0.0,10.0,10.0,10.0,5.0
45,PM25,6.0,8.0,14.0,16.0,16.0,24.0,20.0,24.0,29.0,41.0
45,PM10,10.0,15.0,30.0,40.0,40.0,64.0,63.0,68.0,42.0,45.0
46,PM25,0.0,0.0,0.0,13.0,15.0,21.0,15.0,18.0,19.0,20.0
46,PM10,6.0,3.0,7.0,12.0,21.0,30.0,33.0,38.0,36.0,32.0
47,PM25,20.0,18.0,26.0,20.0,21.0,9.0,8.0,18.0,28.0,37.0
47,PM10,45.0,39.0,22.0,25.0,27.0,43.0,49.0,57.0,57.0,59.0
47,PM25,28.0,37.0,21.0,9.0,2.0,6.0,11.0,18.0,18.0,12.0
47,PM10,57.0,59.0,49.0,31.0,17.0,15.0,22.0,27.0,30.0,20.0
48,PM25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
48,PM10,12.0,3.0,4.0,6.0,5.0,9.0,9.0,14.0,15.0,16.0
48,PM25,9.0,15.0,13.0,8.0,6.0,11.0,14.0,19.0,14.0,10.0
48,PM10,16.0,11.0,12.0,9.0,17.0,16.0,24.0,19.0,19.0,16.0
49,PM25,31.0,31.0,33.0,36.0,51.0,70.0,86.0,86.0,74.0,70.0
49,PM10,57.0,57.0,62.0,65.0,81.0,112.0,136.0,155.0,137.0,140.0
50,PM25,62.0,63.0,64.0,61.0,57.0,43.0,34.0,26.0,26.0,36.0
50,PM10,136.0,119.0,108.0,90.0,79.0,50.0,37.0,36.0,47.0,61.0
51,PM25,32.0,42.0,42.0,49.0,57.0,80.0,93.0,75.0,54.0,28.0
51,PM10,93.0,85.0,86.0,92.0,105.0,117.0,110.0,106.0,93.0,83.0
52,PM25,6.0,5.0,18.0,19.0,14.0,7.0,7.0,13.0,7.0,5.0
52,PM10,30.0,31.0,25.0,12.0,17.0,29.0,46.0,39.0,30.0,17.0
53,PM25,19.0,23.0,34.0,34.0,41.0,39.0,40.0,48.0,47.0,44.0
53,PM10,48.0,50.0,45.0,47.0,46.0,56.0,67.0,73.0,68.0,69.0
54,PM25,78.0,70.0,62.0,49.0,47.0,52.0,62.0,59.0,59.0,61.0
54,PM10,155.0,165.0,169.0,141.0,120.0,100.0,114.0,115.0,118.0,105.0
55,PM25,39.0,27.0,27.0,36.0,56.0,62.0,65.0,62.0,70.0,67.0
55,PM10,56.0,61.0,62.0,77.0,85.0,105.0,120.0,136.0,137.0,129.0
56,PM25,76.0,71.0,56.0,43.0,51.0,51.0,52.0,45.0,48.0,40.0
56,PM10,110.0,115.0,97.0,108.0,104.0,112.0,97.0,95.0,86.0,83.0
57,PM25,18.0,16.0,4.0,13.0,29.0,49.0,49.0,57.0,51.0,44.0
57,PM10,31.0,35.0,45.0,53.0,69.0,76.0,76.0,87.0,62.0,80.0
58,PM25,51.0,53.0,50.0,51.0,57.0,71.0,64.0,62.0,51.0,52.0
58,PM10,75.0,76.0,80.0,93.0,107.0,121.0,126.0,114.0,109.0,95.0
58,PM25,71.0,64.0,62.0,51.0,52.0,47.0,53.0,59.0,73.0,74.0
58,PM10,121.0,126.0,114.0,109.0,95.0,98.0,88.0,85.0,96.0,105.0
59,PM25,51.0,51.0,50.0,40.0,46.0,47.0,50.0,45.0,32.0,21.0
59,PM10,80.0,80.0,83.0,73.0,74.0,82.0,83.0,71.0,43.0,48.0
61,PM25,3.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,15.0,26.0
61,PM10,7.0,7.0,12.0,7.0,17.0,15.0,27.0,34.0,47.0,40.0
62,PM25,27.0,28.0,37.0,37.0,42.0,38.0,49.0,54.0,66.0,68.0
62,PM10,41.0,48.0,56.0,55.0,61.0,61.0,86.0,93.0,93.0,73.0
62,PM25,0.0,13.0,24.0,28.0,27.0,28.0,37.0,37.0,42.0,38.0
62,PM10,20.0,23.0,25.0,32.0,41.0,48.0,56.0,55.0,61.0,61.0
63,PM25,18.0,14.0,6.0,21.0,28.0,39.0,30.0,31.0,39.0,52.0
63,PM10,26.0,42.0,45.0,60.0,51.0,52.0,49.0,59.0,63.0,78.0
64,PM25,57.0,60.0,64.0,66.0,58.0,44.0,35.0,36.0,37.0,45.0
64,PM10,73.0,82.0,89.0,80.0,74.0,59.0,53.0,57.0,64.0,67.0
65,PM25,61.0,72.0,71.0,72.0,62.0,68.0,61.0,57.0,48.0,54.0
65,PM10,104.0,98.0,102.0,109.0,106.0,101.0,95.0,97.0,94.0,90.0
66,PM25,14.0,16.0,14.0,4.0,8.0,14.0,16.0,14.0,11.0,11.0
66,PM10,16.0,21.0,12.0,18.0,28.0,41.0,45.0,40.0,37.0,32.0
68,PM25,23.0,27.0,28.0,35.0,50.0,52.0,39.0,22.0,26.0,26.0
68,PM10,54.0,53.0,55.0,57.0,57.0,65.0,57.0,64.0,71.0,80.0
68,PM25,52.0,39.0,22.0,26.0,26.0,44.0,39.0,38.0,28.0,24.0
68,PM10,65.0,57.0,64.0,71.0,80.0,80.0,63.0,54.0,52.0,60.0
69,PM25,21.0,23.0,25.0,21.0,28.0,17.0,21.0,23.0,27.0,19.0
69,PM10,32.0,40.0,45.0,46.0,43.0,48.0,70.0,77.0,83.0,82.0
69,PM25,19.0,17.0,16.0,14.0,12.0,12.0,21.0,23.0,25.0,21.0
69,PM10,36.0,34.0,27.0,31.0,35.0,41.0,32.0,40.0,45.0,46.0
70,PM25,35.0,43.0,54.0,54.0,59.0,68.0,70.0,67.0,55.0,46.0
70,PM10,52.0,68.0,79.0,80.0,86.0,108.0,105.0,101.0,85.0,85.0
70,PM25,55.0,46.0,39.0,39.0,39.0,41.0,32.0,34.0,34.0,39.0
70,PM10,85.0,85.0,79.0,76.0,76.0,85.0,82.0,82.0,66.0,58.0
71,PM25,29.0,24.0,24.0,27.0,33.0,40.0,43.0,37.0,37.0,32.0
71,PM10,35.0,33.0,31.0,40.0,41.0,47.0,56.0,55.0,60.0,71.0
72,PM25,39.0,39.0,37.0,36.0,29.0,34.0,33.0,36.0,34.0,26.0
72,PM10,51.0,54.0,59.0,56.0,57.0,58.0,64.0,71.0,73.0,62.0
72,PM25,30.0,25.0,31.0,27.0,31.0,19.0,16.0,12.0,22.0,24.0
72,PM10,60.0,53.0,52.0,60.0,64.0,53.0,43.0,34.0,48.0,53.0
73,PM25,19.0,21.0,24.0,14.0,9.0,2.0,6.0,9.0,20.0,25.0
73,PM10,26.0,27.0,39.0,66.0,74.0,59.0,52.0,53.0,61.0,52.0
73,PM25,24.0,14.0,9.0,2.0,6.0,9.0,20.0,25.0,29.0,25.0
73,PM10,39.0,66.0,74.0,59.0,52.0,53.0,61.0,52.0,56.0,43.0
75,PM25,32.0,33.0,34.0,31.0,38.0,42.0,46.0,44.0,38.0,43.0
75,PM10,102.0,99.0,90.0,73.0,77.0,74.0,70.0,65.0,73.0,81.0
75,PM25,25.0,25.0,17.0,17.0,25.0,32.0,33.0,34.0,31.0,38.0
75,PM10,82.0,91.0,92.0,90.0,91.0,102.0,99.0,90.0,73.0,77.0
76,PM25,24.0,29.0,31.0,29.0,22.0,19.0,14.0,15.0,16.0,21.0
76,PM10,64.0,71.0,75.0,73.0,54.0,45.0,48.0,57.0,71.0,68.0
77,PM25,30.0,24.0,24.0,23.0,28.0,39.0,35.0,34.0,19.0,23.0
77,PM10,78.0,80.0,62.0,52.0,54.0,65.0,69.0,66.0,69.0,63.0
78,PM25,24.0,21.0,26.0,29.0,35.0,31.0,41.0,45.0,52.0,46.0
78,PM10,71.0,70.0,76.0,80.0,86.0,71.0,70.0,82.0,79.0,68.0
79,PM25,22.0,33.0,31.0,23.0,16.0,21.0,29.0,30.0,27.0,36.0
79,PM10,58.0,66.0,67.0,66.0,52.0,47.0,41.0,52.0,57.0,61.0
80,PM25,22.0,14.0,20.0,16.0,21.0,19.0,29.0,29.0,36.0,32.0
80,PM10,35.0,23.0,21.0,32.0,39.0,52.0,33.0,26.0,32.0,45.0
80,PM25,36.0,32.0,41.0,36.0,33.0,28.0,22.0,18.0,10.0,13.0
80,PM10,32.0,45.0,52.0,44.0,48.0,65.0,59.0,35.0,19.0,27.0
81,PM25,4.0,0.0,0.0,11.0,11.0,19.0,22.0,28.0,31.0,34.0
81,PM10,40.0,42.0,28.0,21.0,17.0,30.0,57.0,70.0,80.0,70.0
81,PM25,28.0,31.0,34.0,36.0,25.0,12.0,4.0,6.0,11.0,18.0
81,PM10,70.0,80.0,70.0,66.0,57.0,45.0,41.0,40.0,35.0,38.0
82,PM25,26.0,46.0,60.0,57.0,51.0,42.0,36.0,32.0,23.0,28.0
82,PM10,49.0,62.0,59.0,50.0,50.0,72.0,88.0,68.0,58.0,66.0
82,PM25,13.0,13.0,7.0,2.0,2.0,7.0,13.0,26.0,46.0,60.0
82,PM10,32.0,20.0,38.0,37.0,45.0,23.0,32.0,49.0,62.0,59.0
83,PM25,10.0,12.0,12.0,10.0,8.0,20.0,38.0,36.0,33.0,24.0
83,PM10,21.0,30.0,24.0,35.0,36.0,45.0,47.0,58.0,68.0,63.0
83,PM25,33.0,24.0,19.0,25.0,26.0,38.0,29.0,30.0,16.0,14.0
83,PM10,68.0,63.0,65.0,61.0,59.0,58.0,57.0,63.0,58.0,50.0
87,PM25,11.0,18.0,25.0,20.0,23.0,23.0,17.0,18.0,14.0,16.0
87,PM10,60.0,70.0,68.0,30.0,27.0,27.0,23.0,31.0,28.0,22.0
88,PM25,34.0,39.0,31.0,16.0,24.0,32.0,57.0,59.0,57.0,39.0
88,PM10,27.0,11.0,55.0,56.0,85.0,60.0,70.0,70.0,63.0,64.0
88,PM25,9.0,33.0,39.0,44.0,34.0,39.0,31.0,16.0,24.0,32.0
88,PM10,49.0,33.0,37.0,25.0,27.0,11.0,55.0,56.0,85.0,60.0
89,PM25,34.0,20.0,9.0,1.0,9.0,9.0,14.0,6.0,3.0,0.0
89,PM10,83.0,57.0,47.0,37.0,47.0,31.0,36.0,21.0,41.0,26.0
89,PM25,6.0,3.0,0.0,6.0,17.0,34.0,35.0,31.0,17.0,19.0
89,PM10,21.0,41.0,26.0,26.0,17.0,29.0,32.0,28.0,21.0,25.0
90,PM25,0.0,2.0,11.0,13.0,9.0,2.0,0.0,0.0,0.0,6.0
90,PM10,15.0,29.0,36.0,49.0,39.0,36.0,19.0,18.0,24.0,33.0
91,PM25,7.0,9.0,0.0,0.0,3.0,3.0,3.0,0.0,8.0,16.0
91,PM10,17.0,22.0,32.0,40.0,29.0,35.0,23.0,62.0,63.0,65.0
91,PM25,0.0,0.0,3.0,3.0,3.0,0.0,8.0,16.0,23.0,16.0
91,PM10,32.0,40.0,29.0,35.0,23.0,62.0,63.0,65.0,26.0,15.0
